row_id,source_file,source_kind,card_id,account,title,direction,category,entry_price,status,canon_action,short_offer
152,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-152,Nastya,Ответ 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
153,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-153,Nastya,Вопрос 3,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
154,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-154,Nastya,Ответ 3,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
155,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-9,Nastya,"Поиск клиентов, B2B-лиды и база для CRM",Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
156,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-156,Nastya,Заголовок,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
157,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-157,Nastya,Категория,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
158,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-158,Nastya,Описание,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
159,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-159,Nastya,Пакеты,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
160,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-160,Nastya,Дополнительные опции,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
161,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-161,Nastya,Что нужно от клиента,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
162,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-162,Nastya,Теги,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
163,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-163,Nastya,Частые вопросы,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
164,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-164,Nastya,Вопрос 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
165,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-165,Nastya,Ответ 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
166,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-166,Nastya,Вопрос 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
167,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-167,Nastya,Ответ 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
168,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-10,Nastya,"Структура, ТЗ, mind map, инструкции и промпты для ИИ",Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
169,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-169,Nastya,Заголовок,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
170,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-170,Nastya,Категория,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
171,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-171,Nastya,Описание,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
172,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-172,Nastya,Пакеты,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
173,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-173,Nastya,Дополнительные опции,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
174,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-174,Nastya,Что нужно от клиента,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
175,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-175,Nastya,Теги,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
176,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-176,Nastya,Частые вопросы,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
177,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-177,Nastya,Вопрос 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
178,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-178,Nastya,Ответ 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
179,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-179,Nastya,Вопрос 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
180,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-180,Nastya,Ответ 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
181,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-181,Nastya,Вопрос 3,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
182,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-182,Nastya,Ответ 3,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
183,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-1,Vlad,"Kwork 1. ТЗ, Gantt, Codex Prompt",Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
184,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-2,Vlad,Title,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
185,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-3,Vlad,Category,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
186,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-4,Vlad,Description,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
187,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-5,Vlad,Packages,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
188,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-6,Vlad,Kwork 2. AI/Codex Workflow,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
189,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-7,Vlad,Title,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
190,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-8,Vlad,Category,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
191,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-9,Vlad,Description,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
192,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-10,Vlad,Packages,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
193,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-11,Vlad,Kwork 3. B2B КП and Case Packaging,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
194,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-12,Vlad,Title,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
195,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-13,Vlad,Category,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
196,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-14,Vlad,Description,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
197,vlad_kwork/2026-06-kwork-cards-draft.md,markdown_cards,Vlad-15,Vlad,Packages,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
198,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,01 AI automation,Vlad,"Соберу AI-автоматизацию бизнеса: бот, CRM, API, отчеты",Прочее,"Разработка и IT -> Скрипты, боты и mini apps -> ИИ-боты",15 000 ₽,Готово к переносу,use as archive draft,"Соберу AI-автоматизацию под ваш бизнес-процесс: бот/ассистент, обработка входящих данных, интеграции с CRM, таблицами, API и понятная отчетность."
199,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,02 TG WA bot,Vlad,"Сделаю Telegram-бота для заявок, оплат, CRM и статусов",Прочее,"Разработка и IT -> Скрипты, боты и mini apps -> Чат-боты",12 000 ₽,Готово к переносу,use as archive draft,"Соберу Telegram-бота или WhatsApp-ассистента, который принимает заявки, задает вопросы, фиксирует лид, передает данные в таблицу/CRM, проверяет оплату и показывает статус обработки."
200,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,03 Data parsing,Vlad,Соберу и очищу базу клиентов для продаж в Excel/CRM,Прочее,Соцсети и маркетинг -> Базы данных и клиентов -> Сбор данных,7 000 ₽,Готово к переносу,use as archive draft,"Соберу, очищу и структурирую базу под отдел продаж: источники, фильтры, дедубликация, нормализация полей, сегменты и выдача в Excel/CSV/Google Sheets."
201,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,04 Auto export,Vlad,Настрою автовыгрузку данных в Excel или Google Sheets,Прочее,Разработка и IT -> Десктоп программирование -> Макросы для Office,8 000 ₽,Готово к переносу,use as archive draft,"Настрою автоматическую выгрузку данных из канала, маркетплейса, CRM, сайта или сервиса в Excel/Google Sheets: структура таблицы, расписание, проверка ошибок, история обновлений и инструкция."
202,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,05 Proposal,Vlad,Соберу коммерческое предложение в PPT/PDF под продажу,Прочее,Тексты и переводы -> Продающие и бизнес тексты -> Коммерческие предложения,10 000 ₽,Готово к переносу,use as archive draft,"Соберу коммерческое предложение как продающую структуру: проблема клиента, оффер, выгоды, доказательства, план внедрения, стоимость и следующий шаг. Итог - PPT/PDF для отправки, встречи или созвона."
203,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,06 Dashboard,Vlad,"Соберу управленческий дашборд: KPI, продажи, лиды",Прочее,Бизнес и жизнь -> Персональный помощник -> Анализ информации,12 000 ₽,Готово к переносу,use as archive draft,"Соберу дашборд для управления: KPI, лиды, продажи, воронка, источники, статусы и отставания. Подключу таблицы/API, настрою фильтры и сделаю страницу для решений."
204,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,07 Office automation,Vlad,"Автоматизирую Excel и Word: отчеты, расчеты, документы",Прочее,Разработка и IT -> Десктоп программирование -> Макросы для Office,8 000 ₽,Готово к переносу,use as archive draft,"Автоматизирую ручную работу в Excel и Word: расчеты, сводки, отчеты, шаблоны документов, проверки, макросы и инструкции."
205,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,08 Mini app,Vlad,"Сделаю Telegram Mini App с админкой, ролями и оплатой",Прочее,"Разработка и IT -> Скрипты, боты и mini apps -> Telegram Mini Apps",20 000 ₽,Готово к переносу,use as archive draft,"Соберу Telegram Mini App или web-минисервис под ваш процесс: интерфейс, роли пользователей, база данных, заявки, платежи, админка, статусы и базовая отчетность."
206,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,09 Site funnel fixes,Vlad,"Доработаю сайт под заявки: формы, кнопки, CRM, статусы",Прочее,Разработка и IT -> Доработка сайта,15 000 ₽,archive_sheet,rebuild into canon if selected,"Доработаю сайт не ради правок, а под воронку: формы, кнопки, заявки, уведомления, CRM/таблица, статусы и понятная приемка."
207,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,10 Site speed,Vlad,Ускорю сайт и дам отчет по PageSpeed/Core Web Vitals,Прочее,Разработка и IT -> Доработка и настройка сайта -> Ускорение сайта,12 000 ₽,archive_sheet,rebuild into canon if selected,"Проверю скорость сайта, найду тяжелые места, оптимизирую очевидные узкие места и дам понятный отчет: что сделано, что осталось, что влияет на заявки."
208,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,11 Site protection,Vlad,"Защищу сайт от спама, ботов и мусорных заявок",Прочее,Разработка и IT -> Доработка и настройка сайта -> Защита и лечение сайта,15 000 ₽,archive_sheet,rebuild into canon if selected,"Поставлю базовый защитный контур: антиспам форм, защита от мусорных заявок, SSL/Cloudflare-проверка, логика фильтрации и чек-лист контроля."
209,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,12 UX conversion audit,Vlad,Проведу аудит сайта и дам ТЗ на рост заявок,Прочее,Дизайн -> Веб и мобильный дизайн -> Юзабилити-аудит,15 000 ₽,archive_sheet,rebuild into canon if selected,"Разберу сайт глазами клиента и продаж: где теряется доверие, почему не оставляют заявку, какие блоки мешают покупке и что исправить первым."
210,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,13 B2B landing,Vlad,Соберу лендинг под B2B-оффер и заявки,Прочее,Разработка и IT -> Создание сайтов -> Новый сайт,25 000 ₽,archive_sheet,rebuild into canon if selected,"Соберу структуру лендинга под сложную B2B-услугу: оффер, блоки доверия, аргументы, форма заявки, путь клиента и ТЗ на реализацию."
211,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,14 CRM funnel,Vlad,"Настрою CRM-воронку: статусы, KPI, задачи, контроль",Прочее,Бизнес и жизнь -> Персональный помощник -> Менеджмент проектов,30 000 ₽,archive_sheet,rebuild into canon if selected,"Разложу продажи в CRM-логику: статусы, ответственные, KPI, задачи, контрольные точки, причины потерь и регулярный отчет руководителю."
212,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,15 Forms integration,Vlad,"Свяжу формы сайта с CRM, таблицей и уведомлениями",Прочее,Разработка и IT -> Доработка сайта,18 000 ₽,archive_sheet,rebuild into canon if selected,"Сделаю, чтобы заявки с сайта не терялись: форма отправляет данные в таблицу/CRM, менеджер получает уведомление, статус фиксируется."
213,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,16 Marketing audit,Vlad,Разберу маркетинг и продажи: где теряются заявки,Прочее,Бизнес и жизнь -> Обучение и консалтинг,20 000 ₽,archive_sheet,rebuild into canon if selected,"Проведу разбор: оффер, сайт, КП, воронка, источники, менеджеры, документы. На выходе - карта потерь и план исправлений."
214,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,17 Content map,Vlad,"Соберу карту контента: темы, офферы, посты, SEO",Прочее,Бизнес и жизнь -> Персональный помощник -> Менеджмент проектов,12 000 ₽,archive_sheet,rebuild into canon if selected,"Соберу карту контента под продажи: темы, боли клиента, офферы, форматы постов, SEO-направления и сценарии прогрева."
215,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,18 Email contour,Vlad,Настрою деловую почту и рассылочный контур без хаоса,Прочее,Соцсети и маркетинг -> E-mail рассылки -> E-mail маркетинг и рассылки,18 000 ₽,archive_sheet,rebuild into canon if selected,"Настрою базовый e-mail-контур: доменная почта, отправка, шаблон письма, структура рассылки, контроль доставляемости и инструкция."
216,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,19 Offline tool,Vlad,Соберу офлайн-инструмент для документов и учета,Прочее,Разработка и IT -> Десктоп программирование -> Программы на заказ,35 000 ₽,archive_sheet,rebuild into canon if selected,"Соберу простой офлайн-инструмент под ваш процесс: документы, учет, расчеты, карточки, экспорт в PDF/PPT/Excel и контроль ошибок."
217,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,20 Strategy session,Vlad,Соберу конструктор стратегической сессии для команды,Прочее,Бизнес и жизнь -> Персональный помощник -> Менеджмент проектов,25 000 ₽,archive_sheet,rebuild into canon if selected,"Соберу сценарий стратегической сессии: вопросы, блоки, карта проблем, решения, роли, протокол и итоговый план внедрения."
218,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,21 CV ML audit,Vlad,Соберу ТЗ на компьютерное зрение или ML-модуль,Прочее,Разработка и IT -> Машинное обучение,35 000 ₽,archive_sheet,rebuild into canon if selected,"Разложу задачу компьютерного зрения или ML в рабочее ТЗ: входные данные, классы событий, метрики, ограничения, схема MVP и план проверки."
219,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,22 API integration spec,Vlad,Соберу ТЗ на API-интеграцию между сервисами,Прочее,"Разработка и IT -> Скрипты, боты и mini apps -> Скрипты",25 000 ₽,archive_sheet,rebuild into canon if selected,"Опишу интеграцию между CRM, сайтом, таблицами, ботом, платежами или внутренней системой так, чтобы разработчик мог брать в работу без гадания."
220,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,23 QA acceptance,Vlad,Протестирую сайт/сервис и дам чек-лист приемки,Прочее,"Разработка и IT -> Юзабилити, тесты и помощь -> Тестирование на ошибки",20 000 ₽,archive_sheet,rebuild into canon if selected,"Проверю сайт, кабинет, форму, бот или внутренний сервис по сценариям пользователя и дам список багов, рисков и критериев приемки."
221,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,24 ERP 1C logic,Vlad,Разложу учетный процесс под ERP/1C/таблицы,Прочее,Разработка и IT -> 1С,35 000 ₽,archive_sheet,rebuild into canon if selected,"Опишу учетный процесс перед внедрением или доработкой: роли, документы, статусы, поля, отчеты, ошибки и что должно сходиться."
222,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,25 Ops control,Vlad,Соберу операционный регламент для команды,Прочее,Бизнес и жизнь -> Персональный помощник -> Менеджмент проектов,25 000 ₽,archive_sheet,rebuild into canon if selected,"Соберу регламент, где понятно: кто делает, что передает, где фиксирует, кто проверяет и когда задача считается закрытой."
223,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,26 Knowledge base,Vlad,Соберу внутреннюю базу знаний для команды,Прочее,Бизнес и жизнь -> Персональный помощник -> Любая интеллектуальная работа,30 000 ₽,archive_sheet,rebuild into canon if selected,"Соберу базу знаний: структура разделов, инструкции, шаблоны, FAQ, регламенты, права и логика обновления."
224,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,27 Sales scripts,Vlad,Соберу скрипт продаж и карту возражений,Прочее,Тексты и переводы -> Продающие и бизнес тексты -> Скрипты продаж и выступлений,20 000 ₽,archive_sheet,rebuild into canon if selected,"Соберу скрипт не как театральную реплику, а как карту сделки: вход, квалификация, боль, аргументы, возражения, следующий шаг."
225,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,28 Avito offer,Vlad,Упакую объявление Авито под заявки и доверие,Прочее,Соцсети и маркетинг -> Маркетплейсы и доски объявлений -> Доски объявлений,18 000 ₽,archive_sheet,rebuild into canon if selected,"Разберу товар/услугу и соберу объявление: заголовок, первые строки, аргументы, фото-логика, ответы на сомнения, CTA."
226,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,29 Ads brief,Vlad,Соберу ТЗ для Яндекс Директ/Google Ads без слива бюджета,Прочее,Соцсети и маркетинг -> Контекстная реклама -> Яндекс Директ,25 000 ₽,archive_sheet,rebuild into canon if selected,"Соберу рекламное ТЗ: сегменты, офферы, минус-логика, посадочные страницы, события, метрики, вопросы к подрядчику и приемка."
227,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,30 Game mechanics,Vlad,"Спроектирую игровую механику: ELO, награды, прогресс",Прочее,Разработка и IT -> Игры -> Разработка игр,30 000 ₽,archive_sheet,rebuild into canon if selected,"Соберу механику для игры/бота/комьюнити: рейтинг, матчи, награды, инвентарь, прогресс, антиабуз и таблицы баланса."
228,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,31 Investor deck logic,Vlad,Соберу логику pitch deck для проекта или продукта,Прочее,Тексты и переводы -> Продающие и бизнес тексты -> Скрипты продаж и выступлений,30 000 ₽,archive_sheet,rebuild into canon if selected,"Соберу смысловую структуру pitch deck: проблема, рынок, продукт, модель, доказательства, план, риски, запрос."
229,vsheimo profile/vsheimo/kwork/kwork_services_pack_v3_more_factual.xlsx,archive_xlsx_vlad_pack,32 Project rescue,Vlad,Разберу зависший IT-проект и дам план спасения,Прочее,Бизнес и жизнь -> Персональный помощник -> Любая интеллектуальная работа,35 000 ₽,archive_sheet,rebuild into canon if selected,"Разберу зависший проект: что есть, что сломано, кто что должен, где долги, что можно запустить быстро, что лучше не трогать."
